,feature,class
39,"[-5.19435425e+02  1.26738831e+02 -1.46897659e+01 -1.34467907e+01
 -5.38752890e+00  1.65424502e+00  1.32061205e+01 -5.19395208e+00
 -2.42706165e+01 -1.26436453e+01 -1.11636906e+01  1.40754118e+01
  6.77867222e+00  1.36342793e+01  2.24868298e+01  1.18464270e+01
 -1.67109683e-01  1.10877590e+01 -6.93871751e-02  1.42161000e+00
 -4.04893970e+00  5.15354156e+00 -1.28563058e+00  1.06012650e+01
  8.65614510e+00  3.49537039e+00  8.97706032e+00  5.20780945e+00
 -2.40745211e+00  5.71946669e+00 -8.80882517e-02  1.96910262e+00
  1.31014216e+00 -2.01651883e+00  8.00970650e+00  5.73867512e+00
  3.95959234e+00  2.94572663e+00  4.28997660e+00  5.31354189e-01]",Happy
40,"[-326.2876      65.71541    -49.429028   -12.881815   -38.56928
   -3.1582558  -20.5475       4.24317    -10.218148    46.9995
    8.479251     1.6244296  -12.207847   -11.564037    -9.045198
    4.522447    -7.357118     1.1697838   -8.786606    26.182022
   23.693275     3.5149395   -4.607721   -13.210924     1.6013253
    5.222788     6.706        9.861486     0.8294213    9.408862
    6.1293993   -1.1753539   -4.4705796   -9.941765     2.2185102
    3.0655546    4.4342775    5.66147     12.4694       5.526827 ]",Fear
41,"[-3.4444907e+02  8.0170723e+01 -1.3394266e+02 -1.4442559e+01
 -2.7391922e+01 -1.7329861e+01  3.2178211e+01 -2.2753603e+01
 -5.1782975e+00  1.1725547e+01 -1.5102595e+01  5.8794379e+00
  6.5706763e+00  3.8427094e+01  1.9391785e+01  5.7756329e+00
 -9.3206835e+00 -1.0708044e+00 -1.4779075e+00  1.4969844e+01
  1.1252892e+00 -8.5981674e+00 -2.8990321e+00  1.3146025e+01
  7.7443600e+00  1.0791949e+01  1.1753134e+01  1.0944299e+01
  6.9709334e+00 -5.2545257e+00 -2.5334885e+00  2.5419295e+00
  1.5945351e+00 -8.6911745e+00 -3.5113666e+00  2.0599720e+00
  1.6458496e+00  9.2815981e+00  1.1400158e+01 -9.7315565e-02]",Happy
42,"[-3.3324591e+02  9.6079998e+00 -9.4360268e+01 -3.2690502e+01
 -7.3194957e+00  2.3734846e+01  3.4798343e+00  2.3117245e+01
 -6.6292949e+00  2.9834974e+00 -1.1321660e+01  1.7972092e+01
 -3.4083571e+00  2.0895779e+01 -1.5448118e+00  2.1892471e+00
  6.7813668e+00  1.8469553e+01 -1.4300986e+01 -4.7233710e+00
  1.2833752e+01  3.0895207e+00 -2.0842621e+00  1.1319288e+01
 -3.7070706e+00  3.1878767e+00  5.0084677e+00 -2.1118138e+00
  8.9108067e+00 -1.7495221e+00  8.5500994e+00  5.7175684e+00
 -2.6076543e+00  6.2297797e+00 -8.8287547e-02 -1.1330634e-01
  3.9441066e+00  2.8478985e+00 -3.3285451e+00  4.5934963e+00]",Fear
43,"[-3.4940848e+02  7.5685776e+01 -7.0404282e+01  6.5792818e+00
 -1.6567293e+01 -8.9313660e+00 -6.3026719e+00 -1.4892402e+00
 -1.2474308e+01  8.0746431e+00 -2.0594332e+01 -9.8476057e+00
 -6.8729730e+00  2.6614307e+01  1.7113733e+01  1.6235876e+01
  1.7756683e+01  1.9512989e+01 -9.3496141e+00  7.3281498e+00
 -2.1892786e+00  8.5205841e+00  8.4194155e+00 -5.8403301e-01
 -5.5835235e-01  6.9317007e+00 -7.4120655e+00  1.0147815e+01
  6.5998507e-01  1.0563554e+01  7.8061490e+00 -5.3090096e-01
  3.7407565e+00 -8.7686741e-01  4.8162746e+00  7.1435046e-01
  2.5512488e+00  1.7837846e+00 -5.5972357e+00 -3.3424895e-02]",Happy
44,"[-421.47562      85.72027     -63.288303      7.9582148   -28.392673
   25.358692      5.2240186     2.1098626    -0.7459163    11.2119875
   -5.6609035    -0.99913704  -16.490562     16.15708      -5.945737
    0.45175576  -11.629816      1.9286007    -5.677841     15.820959
   11.829887      6.8220677    15.154432      7.2314014     0.8941899
   16.746593     -9.240683      7.9421644    -5.9345417     6.8798585
    3.5210333     4.07303       4.7321706     2.3881364    -1.4415371
    5.8823466    -4.423054      5.865273     -2.0839524     8.098974  ]",Angry
45,"[-3.5711502e+02  6.0635811e+01 -5.0464699e+01 -7.9536204e+00
 -3.0951233e+01  1.2117326e+01 -7.8291779e+00 -6.0531859e+00
 -3.4348663e+01  2.9848125e+01 -5.3328209e+00  1.8587066e+00
  3.3189660e-01  8.6049728e+00  6.6412621e+00  1.3701552e+00
  3.7663882e+00  4.6438737e+00 -8.4835291e+00  9.2626448e+00
  4.4283810e+00  1.1804695e+01  7.6863675e+00  1.0825204e+01
  1.3915709e+00  7.8558378e+00 -7.9405749e-01  4.1883602e+00
 -1.9448293e+00  8.4155617e+00 -6.5700068e+00  6.3235946e+00
  2.1057727e+00  1.1563532e+00 -9.4715577e-01  1.9543971e+00
  1.5094099e+00 -2.3164670e+00  3.2567697e+00  1.2523034e+00]",Fear
46,"[-4.0887878e+02  1.0447439e+02 -5.2779282e+01 -1.6255152e+01
 -3.3813736e+01 -3.4788411e+00  1.1182718e+01  1.3160800e+01
 -1.9051517e+01  1.0927160e+01  2.4644932e-01  4.2916040e+00
 -5.6797099e+00 -6.0150748e-01  1.0501798e+01  1.3499142e+01
  6.0515857e+00  2.3013691e+01 -1.7282258e+00  2.7115607e-01
  1.3189686e+01  8.3263559e+00  3.4545441e+00  5.0507698e+00
 -7.7431078e+00 -3.5331249e+00  8.1180477e+00 -1.7194154e+00
  1.1141083e+00  7.7795486e+00  6.5696096e+00  1.0828223e+01
 -2.1978660e+00  7.4158607e+00 -1.3749707e+00  2.3910408e+00
  1.4447443e+00  3.1791263e+00  2.8964880e+00 -3.0351405e+00]",Angry
47,"[-3.7554852e+02  4.3527370e+01 -9.5981293e+01 -3.3028572e+01
 -2.4055059e+01  1.9650383e+01  1.2729109e+01 -2.5714240e+00
 -2.1168472e+01  8.1526022e+00  2.0192921e+01  1.6354799e+01
  1.4585114e+00  7.6168543e-01  4.3295689e+00  1.0173826e+01
  1.3026533e+01  1.1491892e+01 -8.1195650e+00 -9.8972195e-01
  9.5684471e+00  8.0952692e+00  3.3928397e+00 -1.3388534e-01
 -2.1107721e+00  5.4159269e+00  2.7750428e+00  4.3686352e+00
  3.3914979e+00  3.3085638e-01  3.7293527e+00  3.7037709e+00
  2.9276748e+00  1.3406849e+00  2.0352211e+00  4.4810840e-01
  1.1385905e+00  1.9983517e+00  4.7256093e+00  3.3652997e+00]",Happy
48,"[-504.26285    123.20985    -11.101032   -21.337584   -25.85416
   15.844898    11.854152    -9.68731    -17.572538    13.082686
  -22.849117   -11.291891    -1.1107976   -2.248649    -1.8253312
   26.832102    -7.4340453   15.425997    13.536205     6.9769835
    8.866078     3.551897    -6.0550814    5.132389     1.651795
   12.5918       7.5615845    6.87624     11.328329     6.671537
    2.2353644   -3.893021     5.173573     1.0352182    0.9092485
    4.0186214   -0.5939228    3.5463398   -3.434262     4.247918 ]",Happy
49,"[-385.23282    111.868195   -42.693947   -12.799945   -27.384739
    2.7360196   11.217215   -15.339908   -31.724148    38.71682
  -23.496527     5.0537987    1.8782206   -6.647753    -4.7606726
    7.251599   -10.241168    20.682533     8.838659    17.561253
    7.956592     6.252089     5.361099     4.6502714   -2.1239736
    9.631753    -4.9895535    1.5471594    3.185592     1.9986737
   -5.0270877    5.4789386   -1.2760712    1.6655672    7.98135
   -1.261717     6.9903836    2.914975     2.4820995    2.73451  ]",Surprise
50,"[-6.09138916e+02  1.11920921e+02 -1.30761032e+01  5.39344788e+01
  4.03552361e+01  2.06578884e+01  3.30453777e+00  8.97247887e+00
 -1.10808649e+01  8.56539309e-01 -4.66693115e+00 -2.65165854e+00
 -1.10339117e+01  8.25598907e+00  1.00001822e+01 -1.63548794e+01
  3.00382495e+00 -1.22026901e+01 -8.70988655e+00 -3.22977567e+00
 -5.38813543e+00 -5.21569490e-01 -9.48012257e+00  9.33543873e+00
 -1.17952013e+00  1.79462165e-01  6.16318560e+00 -2.82870293e+00
 -2.07887268e+00 -1.94217098e+00 -1.26653695e+00  8.40391874e-01
  9.88891792e+00  9.37176800e+00  1.77668552e+01  2.21012173e+01
  2.36186924e+01  1.99449539e+01  1.79532127e+01  1.43195305e+01]",Surprise
51,"[-4.64171539e+02  1.09646255e+02 -4.56954041e+01 -2.56290627e+01
 -4.13479996e+01  2.94326897e+01  1.65843129e+00 -4.10933876e+00
 -5.74773645e+00  1.20112295e+01 -1.57500467e+01  1.71910858e+01
 -1.03601627e+01 -1.74554482e+01 -8.56043434e+00  8.58773041e+00
 -4.32235986e-01  3.00855964e-01 -3.39527488e+00  6.08792639e+00
  3.53593636e+00  1.30030689e+01  2.12607212e+01  2.06032505e+01
  1.29378920e+01  2.64033871e+01  9.44453907e+00  1.71187031e+00
 -1.37382686e+00 -4.73452473e+00 -7.62579858e-01  4.56070125e-01
 -7.20655155e+00 -2.02774835e+00 -1.30270088e+00 -6.33621502e+00
  2.67733717e+00 -3.79062009e+00  7.66111538e-02 -2.63525891e+00]",Surprise
52,"[-5.3285724e+02  9.0711830e+01 -2.3447495e+01  4.7097637e+01
 -5.1015673e+00  6.2299218e+00 -1.7194929e+00 -3.8302279e+00
  7.6394849e+00 -4.6798316e-01 -1.1353359e+01 -1.2034149e+01
 -1.4076932e+01  1.6507448e+01 -3.2856150e+00  2.9397144e+00
 -1.1563411e+01 -9.8788214e-01  2.0346253e+00  2.0556204e+00
  3.0226462e+00  7.7985349e+00  6.6959710e+00  8.6637793e+00
  1.0384694e+01  1.1026047e+01  3.0807495e+00  1.0353125e+01
  8.3258982e+00  1.4352713e+00  3.2939806e+00  5.7413445e+00
  2.3721490e+00  1.9458612e+00 -4.1780877e-01  2.6885452e+00
  4.5018187e+00  4.6165900e+00  4.1915650e+00  1.5854869e+00]",Surprise
53,"[-417.5209       2.7004676   -8.997471    -2.2756305  -14.98673
   32.362335   -23.81886     18.438763   -12.514148    20.325989
    5.445117    21.411045     4.546872    24.975517    -3.0696635
   12.637755   -15.271891     2.2646065   -8.775003    14.765874
   -1.6559637    6.8268113   -1.3075099    9.049627    -6.6155915
   11.4579935   -6.277288     6.473984    -1.7177551    5.626552
   -1.9181648    3.3476822   -2.7311323    6.007134     0.5075005
    5.071054    -2.1042585    1.819512    -1.1969986    4.511977 ]",Sad
54,"[-320.09467      81.06092     -77.880974      0.76296973  -22.392279
    5.7991066     3.3566341    -3.6176074   -23.555746     19.948725
  -12.600294     -1.593928    -22.238897     12.487325    -10.542856
    1.5778617    -9.43048      17.73815       7.392959     10.109006
    7.2791557    -6.8476133    -2.4095864    14.868178     -7.357563
   10.03704       1.2033126     7.330941      6.791455      6.09474
    2.9621792     1.9483393     4.730576      6.8606105     3.2108164
    6.510615      3.069788      1.5250438    -0.739854     -0.5036553 ]",Angry
55,"[-3.7207639e+02  4.6982822e+01 -7.3260429e+01 -6.6582561e+00
 -1.7727510e+01  6.1886735e+00 -4.6102519e+00 -3.3029787e-02
 -3.0255213e+01  1.6384775e+01 -7.1565795e-01  2.1360506e+01
  7.7960124e+00  2.5643127e+01  1.6591694e+01  1.4710030e+01
  1.0532779e+01  6.5874949e+00 -1.8251547e+01 -9.7167593e-01
  7.7168875e+00  2.8068604e+00  9.4353886e+00  1.1018394e+00
 -1.2169236e+00  1.0463818e+01 -3.0341051e+00  7.6937962e+00
  4.5384407e+00  6.3321586e+00  3.2717426e+00  8.8707027e+00
  2.5799296e+00  2.1574173e+00  4.2214637e+00 -3.9063630e+00
  4.9124660e+00 -1.0147598e-01 -2.3684667e-01  6.3708365e-01]",Happy
56,"[-3.3865512e+02  8.7732430e+01 -8.4112595e+01 -1.4137983e+00
 -6.2217674e+00 -2.0737547e+01  1.9750360e+00 -2.4531513e+01
 -1.3239122e+01  1.3442709e+01 -1.9488375e+01  1.5195222e+01
 -2.2980022e+01  1.0310544e+01  1.9070784e+01  2.1863615e+01
  2.1926823e+01  2.3659349e+01  6.4183693e+00  1.0493045e+01
 -4.3947606e+00 -5.4358392e+00  1.0582752e+00  1.3394564e-01
 -1.2940254e+01  3.5638516e+00 -3.0287452e+00 -3.4592276e+00
  1.4331833e-01  8.5930996e+00  2.3958056e+00  3.9988258e+00
  6.8281331e+00  6.9423161e+00  4.0245781e+00  5.6856928e+00
  1.2178675e+00  3.8631084e+00  5.1649084e+00 -3.4598794e+00]",Fear
57,"[-4.37234802e+02  5.72579002e+01 -8.72768555e+01  2.89137497e+01
 -3.44051933e+00  2.53153324e+01  1.89213598e+00  1.79177036e+01
 -2.26592770e+01  2.95338745e+01  1.28944235e+01  1.87624397e+01
 -1.25799417e+01  9.51748180e+00 -1.02253513e+01 -6.53954148e-01
  4.06623459e+00  6.06998587e+00 -1.01513987e+01  1.42912216e+01
 -4.32851166e-02  2.76972008e+00  1.97196436e+00  2.87442112e+00
 -2.24399829e+00  6.25242758e+00 -2.04896975e+00  4.28244734e+00
 -2.30577183e+00  8.74922085e+00  4.13682252e-01 -5.62718272e-01
  2.23443910e-01  1.80225158e+00  5.01209402e+00  5.34811878e+00
  3.18285894e+00  1.15209889e+00  1.93109751e+00  6.30917358e+00]",Sad
58,"[-290.6372       83.637276    -52.270016      2.0716577   -17.976347
   12.410251     -6.102008     13.934483     -8.706901     10.723804
  -11.138853      6.3525715   -12.528163      5.7806673    -1.1113808
    7.5784516   -11.019        13.54032      -3.5569503     7.397447
    7.8888702    12.688614     -0.79600674   12.958881     -4.5311813
    6.628713      0.78536886   -4.165529      4.2507997     0.97814786
   -2.22557       0.35489133   -4.774751      6.313364     -3.3334455
    3.1629195    -1.819795      1.4248393     2.3709562     1.418509  ]",Angry
59,"[-6.2627808e+02  1.3654607e+02 -2.1032936e+01 -5.0483066e-01
 -1.3046052e+01  2.4756102e+01  1.4729675e+01  1.4104278e+01
 -5.1230259e+00  4.4112182e+00 -9.4224033e+00  1.1531932e+01
 -2.6174137e-01 -1.0709262e+01 -5.9202170e+00  7.5447083e+00
 -5.0456519e+00  8.4976234e+00  2.1501918e+00  9.8802366e+00
  7.4925961e+00  1.0073505e+01  8.8648710e+00  7.8923512e+00
  6.2837472e+00  5.6198692e+00  6.7333946e+00  1.8315637e+00
  4.7764816e+00  3.4498804e+00  5.5139810e-01  8.1964070e-03
  4.4273777e+00  8.7896371e-01 -1.7479227e-01 -7.7159172e-01
  2.3601613e+00 -2.1661454e-01  3.5797247e-01  3.8611060e-01]",Happy
60,"[-4.01479156e+02  5.95823441e+01 -2.32236900e+01 -1.33370256e+01
 -4.59703674e+01 -2.30787334e+01 -8.08051884e-01  1.35844231e+01
 -3.04432755e+01  3.23253512e+00 -8.27265453e+00 -2.23512721e+00
  1.26399720e+00  2.83000984e+01  1.87016239e+01  1.29755945e+01
  1.53897018e+01  1.32558239e+00  7.03709316e+00  1.31948271e+01
  8.63653660e+00  9.03775215e+00 -3.22187400e+00  3.57501298e-01
  9.38098335e+00  1.25445449e+00  3.71204805e+00  8.82000923e+00
  6.48728561e+00  2.16040325e+00 -1.38108146e+00  5.21696949e+00
 -1.02090013e+00  4.87255991e-01 -2.74233031e+00 -6.29614162e+00
  5.95196438e+00  5.32402134e+00  1.10294380e+01  7.42502403e+00]",Surprise
61,"[-3.03661652e+02  5.44683037e+01 -1.00630989e+02 -3.16935577e+01
 -1.94124317e+01 -1.42534485e+01  3.84282875e+00  1.49266732e+00
 -1.35316086e+01  4.77930603e+01 -1.35296602e+01  2.13791542e+01
 -5.48508024e+00  1.49417448e+00 -1.42285669e+00  6.00381231e+00
 -4.32264948e+00  1.71778450e+01  3.83665252e+00  1.79160919e+01
 -9.19715405e+00 -3.29121518e+00  4.62552738e+00  4.59948492e+00
  2.86107540e+00  8.35462856e+00  3.92622042e+00  1.55401230e+00
  4.40758467e+00  7.02515543e-01 -2.25864315e+00  5.20386791e+00
  5.19161415e+00  2.50482464e+00  3.10759306e+00 -1.73412144e+00
  3.51130247e+00 -2.53344464e+00  2.83940524e-01 -1.91876817e+00]",Surprise
62,"[-5.4156537e+02  9.7057503e+01  5.7411671e+00  1.0647129e+01
 -4.0779996e+00  1.7011099e+01 -4.1807089e+00  8.8536787e-01
 -1.0074473e+01  1.5406202e+01 -8.0175847e-01  2.2567263e+00
 -5.3457346e+00  8.1315737e+00 -3.1187885e+00  4.0782590e+00
 -3.9962047e-01  1.6723902e+00 -9.7432127e+00  6.7176142e+00
  7.3381409e-02  6.8969021e+00  4.8470054e+00  9.4009085e+00
 -4.7169095e-01  5.2833357e+00  3.2556789e+00  1.2577164e-01
  4.3068686e+00 -2.8650051e-01  3.0971351e+00 -5.0574148e-01
  2.1752822e-01  6.8140740e+00  7.3603433e-01  1.9146341e+00
  1.9530119e+00  3.6141029e-01  1.6721059e+00  2.8242471e+00]",Sad
63,"[-2.65797668e+02  3.47223167e+01 -6.49589462e+01 -8.51390362e+00
 -2.78740025e+01  1.27684040e+01 -5.22006273e+00  1.90512431e+00
 -2.20797157e+01  1.34889946e+01 -8.33525562e+00  5.36932898e+00
  1.50887260e+01  2.40978451e+01  3.71764255e+00  3.01666617e+00
 -1.51406584e+01  5.35965824e+00  3.01869249e+00  1.00814295e+01
 -1.93667340e+00 -8.13211322e-01  1.09917665e+00  1.12942772e+01
 -3.11891747e+00  5.02629948e+00  2.84540486e+00  3.41559529e+00
  9.29174781e-01  3.08796859e+00  2.07354784e+00  5.61743164e+00
 -2.66804099e+00  6.02498949e-01 -1.57491910e+00 -2.73596287e+00
  5.53407240e+00  5.17401886e+00  1.54713288e-01  3.83744764e+00]",Fear
64,"[-6.1054120e+02  1.3076196e+02  1.2675016e+01  4.3718914e+01
  2.6275227e+01  1.9305441e+01 -1.4161322e+01 -1.1065414e+01
  8.3482347e-02 -4.5985419e-01 -1.4904918e+01 -1.8933788e+01
 -7.8039484e+00 -6.8728194e+00  6.4252005e+00 -2.7724769e+00
  1.9291136e+00  1.3098104e+00 -1.3085405e+01 -8.2369566e+00
 -1.1716154e+01  1.4003406e+00  4.3595290e+00  8.2534671e-02
 -1.8688042e-01  2.4780879e+00  2.4530416e+00  1.0039480e+01
  1.9343237e+01  6.1563239e+00  9.8433981e+00  6.5150223e+00
 -6.1408365e-01  1.0295081e+01  6.0901666e+00  5.0332828e+00
  5.8883133e+00  3.2672095e+00  5.7163072e+00  4.1293182e+00]",Angry
65,"[-3.5278488e+02  4.8520479e+00 -7.3359352e+01 -2.4239632e+01
 -1.7114239e+01  2.7123978e+01  1.1159674e+01  3.9673382e+01
 -1.7555152e-01  1.5924985e+01 -1.7048452e+01  9.0171242e+00
  2.7395218e+01  2.3028128e+01 -6.9446592e+00  1.5936909e+00
 -6.6718941e+00 -7.1232023e+00  1.4794786e+01  2.1683290e+01
 -5.4061997e-01  1.5874366e-01  2.0574291e+00  5.2391005e+00
  8.3731823e+00  8.2725401e+00  3.0954423e+00  4.3541636e+00
 -6.7431015e-01 -3.2556553e+00  8.0852461e+00  2.2665477e+00
  3.8444729e+00  4.1729779e+00 -3.0866855e-01  2.7285759e+00
  1.8522351e+00  3.8045608e-02  9.5628414e+00  2.4240723e+00]",Surprise
66,"[-4.6694733e+02  4.3060596e+01 -5.0185184e+01 -1.5481242e+01
 -1.3776045e+01  5.1608395e+01  2.6123853e+00 -2.0904036e+00
  7.2785287e+00  2.8721361e+01 -1.5858670e+01  4.9474225e+00
  1.0254084e+01  2.9951303e+01 -1.2303219e+01  2.6936488e+00
  1.5363342e+00  1.1872312e+01  9.9561815e+00 -1.8112684e+01
 -2.3073933e+00  1.8590147e+01  6.5741682e+00  9.9364557e+00
 -2.4073191e+00  1.0491891e+01  1.2428864e+01  2.3659652e-02
 -6.1747828e+00 -3.0690632e+00  1.5600902e+01 -4.4701142e+00
  5.6473935e-01  5.6259236e+00  3.0487700e+00  4.0323300e+00
  3.2114587e+00  5.5639789e-02  4.6216083e+00  7.8419003e+00]",Angry
67,"[-3.2312753e+02  1.2787613e+02 -2.0860224e+00 -5.3039885e+00
 -6.9671455e+01 -9.1897697e+00  1.2133020e+01 -6.7066784e+00
 -2.5829737e+01  1.4046499e+01 -1.2182068e+01  1.1515359e+00
 -6.9371915e+00  4.6056743e+00 -1.0940582e+01 -1.9595596e+00
 -4.8878183e+00  4.0810900e+00 -9.5302258e+00  8.6776276e+00
 -7.6141691e+00 -4.6502652e+00  1.7289124e+00  3.7587478e+00
 -6.2540495e-01  1.0767518e+01  1.0838818e+01  7.2320724e+00
  1.3885226e+01  1.3803967e+01  9.8841593e-02  8.6940851e+00
  8.8128185e-01  3.1402051e+00  3.6851485e+00 -2.6164837e+00
  1.6151321e+00 -8.7343752e-01  2.0097663e+00  1.4318526e+00]",Angry
68,"[-3.0780649e+02  2.4294302e+01 -1.0476521e+02 -4.9372074e+01
 -3.6023930e+01  2.2240801e+01  3.4182163e+01  6.0981412e+00
 -1.8015419e+01  2.0986744e+01 -1.7355509e+01  8.6554947e+00
  1.1104284e+01  5.4028983e+00  3.9603686e+00  9.6146841e+00
 -5.8726435e+00  1.0582077e+01 -1.0612721e+00  4.5169449e+00
  5.4207496e-02  1.9787422e+00  1.2562030e+01  1.6458658e+01
  7.1591234e+00  1.0210104e+01  2.7467659e+00 -2.2901514e+00
  1.9962295e+00 -9.6859035e+00  2.0722525e+00  9.9907513e+00
 -3.0448890e+00 -2.1665609e+00  2.3151472e+00  3.3741310e+00
  6.1946082e+00  2.3072591e+00 -1.5934736e+00 -9.5345974e-01]",Surprise
69,"[-2.2281329e+02  4.8483612e+01 -7.7236046e+01  5.0905647e+00
 -3.0685102e+01 -1.3292552e+01 -9.6318331e+00  1.8140400e+01
 -2.7396683e+01  3.7954221e+00 -9.6079969e+00 -3.9842472e+00
 -2.1821447e+01  1.2184244e+00  9.8982781e-01  2.3913021e+01
  1.1270679e+01  2.8905478e+01  1.6014118e+01 -1.7122033e+00
  7.2622883e-01  1.4233154e+01  4.5122566e+00  1.8959068e+01
 -6.0717835e+00 -5.9750872e+00  2.7617404e-01  4.0899343e+00
 -4.3088756e+00 -5.3484902e+00 -3.0777628e+00  1.0348354e+01
  6.6115375e+00  2.0992583e-01  4.5701418e+00  3.9843769e+00
 -2.6710107e+00 -1.1667764e+00  3.5397403e+00  3.9536481e+00]",Angry
70,"[-3.2274719e+02  6.6886406e+01 -3.9272083e+01 -9.4096699e+00
 -2.8591351e+01  2.0064983e+01 -1.4415054e+01 -1.0669009e+01
 -1.9029659e+01  4.1361755e+01 -2.8128896e+00  4.5630260e+00
  1.8130932e+00  6.4148011e+00 -7.6031747e+00  9.1124010e+00
 -1.3299423e+01  2.9572151e+00 -6.8856797e+00  5.8802948e+00
 -9.4263381e-01 -7.5515914e+00  5.6822615e+00  1.3985813e+00
  6.3264375e+00  1.2153244e+01  1.4802885e+00  7.6247797e+00
  1.2233591e-01  2.6851354e+00  2.6922923e-01 -3.8450036e+00
 -3.3017974e+00 -1.5943394e+00 -1.5500454e+00  4.6159716e+00
  3.1115327e+00  9.7015896e+00  5.2666836e+00  1.5003437e+00]",Fear
71,"[-4.4025900e+02  7.8703667e+01 -3.9943329e+01 -2.5604603e+01
 -1.5243673e+01 -2.2115959e+01 -1.6714741e+01 -9.5541487e+00
 -2.1934621e+00  4.8626129e+01  2.1878544e+01  1.0019431e+01
 -1.2190531e+01  1.5929656e+01  1.0845097e+01  1.2967353e+01
  8.6964436e+00  2.0812639e+01  1.6722385e+01 -5.0026555e+00
 -1.5997790e+01  1.1237009e+01  2.9519782e+00  1.2048645e+01
  6.5514374e+00  2.5490675e+00  5.6193151e+00  7.9706363e-02
  1.6151229e+00 -4.2754278e+00  1.2337732e+00  1.4499236e+01
  1.0934663e+01  2.8260136e+00  1.6366369e+00  4.0504072e-02
  5.4778689e-01 -4.8262005e+00 -9.5516706e-01  1.2536254e+01]",Happy
72,"[-5.3803638e+02  1.3722000e+02 -4.5682537e+01 -3.9691143e+00
 -2.0226868e+01  5.8479486e+00 -3.2153878e-01 -1.6040073e+01
 -2.3047613e+01  1.6062717e+01 -1.2959165e+01  8.1451902e+00
  1.2739211e+01  1.2082970e+01 -4.6818509e+00  2.1967304e+00
  6.7104626e+00  3.5398192e+00 -5.0877130e-01  5.2338533e+00
 -1.5054640e+00 -3.3596303e+00  1.3009181e+01  9.0263777e+00
  1.5503287e+00  1.0390926e+01  9.4810009e+00  4.8532758e+00
  7.0407329e+00  5.4231887e+00  5.2907724e+00  3.0299969e+00
  3.0197328e-01  1.0702380e+00  6.4658046e+00  3.0170360e+00
  3.8305058e+00  5.1065707e+00  2.3599257e+00  2.7825584e+00]",Surprise
73,"[-5.6194391e+02  8.5724014e+01 -2.0811581e+01  1.8623423e+01
 -5.3538494e+00  2.6278065e+01 -5.6250205e+00  2.1420581e+00
 -3.3699650e-01  2.0535587e+01 -8.3989038e+00  8.8760147e+00
 -5.9626713e+00  9.4872303e+00 -7.0429783e+00  1.4886763e+01
 -1.2146962e+01  1.2696652e+01  1.4431651e-01  1.9480015e+01
  3.2229829e+00  8.1247787e+00  8.8350039e+00  1.4981539e+00
 -3.5641842e+00  7.9052391e+00 -3.3317595e+00  4.4460115e-01
 -1.3540404e+00  1.7228200e+00  3.3530080e+00  1.2836548e-02
 -1.0054076e+00  5.8680158e+00  2.6122715e+00  6.5696077e+00
  2.7428453e+00  3.3408091e+00  4.2526355e+00  5.0729012e+00]",Fear
